date,store_id,store_name,region,sku,product_name,category,quantity_sold,revenue,unit_price,is_promo,event_name,event_type,season
2024-03-01,STORE-001,1,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,24,120.0,5,0,,,Spring
2024-03-01,STORE-001,1,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,20,300.0,15,0,,,Spring
2024-03-01,STORE-001,1,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,48,0.0,0,1,,,Spring
2024-03-01,STORE-001,1,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,20,200.0,10,0,,,Spring
2024-03-01,STORE-001,1,North,TAB-IPD-AIR,iPad Air,Tablets,3,1947.0,649,0,,,Spring
2024-03-01,STORE-001,1,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,2,598.0,299,0,,,Spring
2024-03-01,STORE-001,1,North,TAB-SAM-S9,Samsung Tab S9,Tablets,1,549.0,549,0,,,Spring
2024-03-01,STORE-002,2,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,39,3471.0,89,1,,,Spring
2024-03-01,STORE-002,2,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,19,741.0,39,0,,,Spring
2024-03-01,STORE-002,2,North,ACC-CAM-001,Outdoor Security Camera,Accessories,21,2709.0,129,0,,,Spring
2024-03-01,STORE-002,2,North,ACC-CAS-001,Phone Case Premium,Accessories,19,361.0,19,0,,,Spring
2024-03-01,STORE-002,2,North,ACC-CHG-001,Fast Charger 65W,Accessories,21,609.0,29,0,,,Spring
2024-03-01,STORE-002,2,North,ACC-WAT-001,Smartwatch Pro,Accessories,14,3486.0,249,0,,,Spring
2024-03-01,STORE-002,2,North,ACC-WAT-002,Smartwatch Fitness,Accessories,11,1089.0,99,0,,,Spring
2024-03-01,STORE-002,2,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,16,1264.0,79,0,,,Spring
2024-03-01,STORE-002,2,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,16,2384.0,149,0,,,Spring
2024-03-01,STORE-002,2,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,15,2985.0,199,0,,,Spring
2024-03-01,STORE-002,2,North,PHN-BUD-001,Budget Phone 4G,Smartphones,5,745.0,149,0,,,Spring
2024-03-01,STORE-002,2,North,PHN-IPH-15,iPhone 15,Smartphones,7,6993.0,999,0,,,Spring
2024-03-01,STORE-002,2,North,PHN-OPP-F5,Oppo Find X5,Smartphones,5,2495.0,499,0,,,Spring
2024-03-01,STORE-002,2,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,6,5394.0,899,0,,,Spring
2024-03-01,STORE-002,2,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,10,5990.0,599,0,,,Spring
2024-03-01,STORE-002,2,North,RCH-INT-050,Internet Package 50GB,Recharges,193,4825.0,25,0,,,Spring
2024-03-01,STORE-002,2,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,202,2020.0,10,0,,,Spring
2024-03-01,STORE-002,2,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,194,3880.0,20,0,,,Spring
2024-03-01,STORE-002,2,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,207,2484.0,12,0,,,Spring
2024-03-01,STORE-002,2,North,RTR-4G-001,4G Home Router Basic,Routers,14,1246.0,89,0,,,Spring
2024-03-01,STORE-002,2,North,RTR-4G-002,4G Router Pro,Routers,10,1290.0,129,0,,,Spring
2024-03-01,STORE-002,2,North,RTR-5G-001,5G Router Premium,Routers,11,3289.0,299,0,,,Spring
2024-03-01,STORE-002,2,North,RTR-5G-002,5G Router Enterprise,Routers,4,1796.0,449,0,,,Spring
2024-03-01,STORE-002,2,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,33,165.0,5,0,,,Spring
2024-03-01,STORE-002,2,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,25,375.0,15,0,,,Spring
2024-03-01,STORE-002,2,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,36,0.0,0,0,,,Spring
2024-03-01,STORE-002,2,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,30,300.0,10,0,,,Spring
2024-03-01,STORE-002,2,North,TAB-IPD-AIR,iPad Air,Tablets,2,1298.0,649,0,,,Spring
2024-03-01,STORE-002,2,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,3,897.0,299,0,,,Spring
2024-03-01,STORE-002,2,North,TAB-SAM-S9,Samsung Tab S9,Tablets,3,1647.0,549,0,,,Spring
2024-03-01,STORE-003,3,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,21,1869.0,89,0,,,Spring
2024-03-01,STORE-003,3,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,16,624.0,39,0,,,Spring
2024-03-01,STORE-003,3,North,ACC-CAM-001,Outdoor Security Camera,Accessories,17,2193.0,129,0,,,Spring
2024-03-01,STORE-003,3,North,ACC-CAS-001,Phone Case Premium,Accessories,23,437.0,19,0,,,Spring
2024-03-01,STORE-003,3,North,ACC-CHG-001,Fast Charger 65W,Accessories,17,493.0,29,0,,,Spring
2024-03-01,STORE-003,3,North,ACC-WAT-001,Smartwatch Pro,Accessories,12,2988.0,249,0,,,Spring
2024-03-01,STORE-003,3,North,ACC-WAT-002,Smartwatch Fitness,Accessories,19,1881.0,99,0,,,Spring
2024-03-01,STORE-003,3,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,19,1501.0,79,0,,,Spring
2024-03-01,STORE-003,3,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,14,2086.0,149,0,,,Spring
2024-03-01,STORE-003,3,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,11,2189.0,199,0,,,Spring
2024-03-01,STORE-003,3,North,PHN-BUD-001,Budget Phone 4G,Smartphones,8,1192.0,149,0,,,Spring
2024-03-01,STORE-003,3,North,PHN-IPH-15,iPhone 15,Smartphones,3,2997.0,999,0,,,Spring
2024-03-01,STORE-003,3,North,PHN-OPP-F5,Oppo Find X5,Smartphones,7,3493.0,499,0,,,Spring
2024-03-01,STORE-003,3,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,7,6293.0,899,0,,,Spring
2024-03-01,STORE-003,3,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,7,4193.0,599,0,,,Spring
2024-03-01,STORE-003,3,North,RCH-INT-050,Internet Package 50GB,Recharges,225,5625.0,25,0,,,Spring
2024-03-01,STORE-003,3,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,176,1760.0,10,0,,,Spring
2024-03-01,STORE-003,3,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,141,2820.0,20,0,,,Spring
2024-03-01,STORE-003,3,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,155,1860.0,12,0,,,Spring
2024-03-01,STORE-003,3,North,RTR-4G-001,4G Home Router Basic,Routers,8,712.0,89,0,,,Spring
2024-03-01,STORE-003,3,North,RTR-4G-002,4G Router Pro,Routers,8,1032.0,129,0,,,Spring
2024-03-01,STORE-003,3,North,RTR-5G-001,5G Router Premium,Routers,9,2691.0,299,0,,,Spring
2024-03-01,STORE-003,3,North,RTR-5G-002,5G Router Enterprise,Routers,10,4490.0,449,0,,,Spring
2024-03-01,STORE-003,3,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,46,230.0,5,0,,,Spring
2024-03-01,STORE-003,3,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,36,540.0,15,0,,,Spring
2024-03-01,STORE-003,3,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,24,0.0,0,0,,,Spring
2024-03-01,STORE-003,3,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,27,270.0,10,0,,,Spring
2024-03-01,STORE-003,3,North,TAB-IPD-AIR,iPad Air,Tablets,4,2596.0,649,0,,,Spring
2024-03-01,STORE-003,3,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,3,897.0,299,0,,,Spring
2024-03-01,STORE-003,3,North,TAB-SAM-S9,Samsung Tab S9,Tablets,5,2745.0,549,0,,,Spring
2024-03-01,STORE-004,4,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,20,1780.0,89,0,,,Spring
2024-03-01,STORE-004,4,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,15,585.0,39,0,,,Spring
2024-03-01,STORE-004,4,North,ACC-CAM-001,Outdoor Security Camera,Accessories,19,2451.0,129,0,,,Spring
2024-03-01,STORE-004,4,North,ACC-CAS-001,Phone Case Premium,Accessories,22,418.0,19,0,,,Spring
2024-03-01,STORE-004,4,North,ACC-CHG-001,Fast Charger 65W,Accessories,19,551.0,29,0,,,Spring
2024-03-01,STORE-004,4,North,ACC-WAT-001,Smartwatch Pro,Accessories,16,3984.0,249,0,,,Spring
2024-03-01,STORE-004,4,North,ACC-WAT-002,Smartwatch Fitness,Accessories,22,2178.0,99,0,,,Spring
2024-03-01,STORE-004,4,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,8,632.0,79,0,,,Spring
2024-03-01,STORE-004,4,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,16,2384.0,149,0,,,Spring
2024-03-01,STORE-004,4,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,17,3383.0,199,0,,,Spring
2024-03-01,STORE-004,4,North,PHN-BUD-001,Budget Phone 4G,Smartphones,6,894.0,149,0,,,Spring
2024-03-01,STORE-004,4,North,PHN-IPH-15,iPhone 15,Smartphones,4,3996.0,999,0,,,Spring
2024-03-01,STORE-004,4,North,PHN-OPP-F5,Oppo Find X5,Smartphones,3,1497.0,499,0,,,Spring
2024-03-01,STORE-004,4,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,8,7192.0,899,0,,,Spring
2024-03-01,STORE-004,4,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,3,1797.0,599,0,,,Spring
2024-03-01,STORE-004,4,North,RCH-INT-050,Internet Package 50GB,Recharges,185,4625.0,25,0,,,Spring
2024-03-01,STORE-004,4,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,165,1650.0,10,0,,,Spring
2024-03-01,STORE-004,4,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,227,4540.0,20,0,,,Spring
2024-03-01,STORE-004,4,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,379,4548.0,12,1,,,Spring
2024-03-01,STORE-004,4,North,RTR-4G-001,4G Home Router Basic,Routers,10,890.0,89,0,,,Spring
2024-03-01,STORE-004,4,North,RTR-4G-002,4G Router Pro,Routers,9,1161.0,129,0,,,Spring
2024-03-01,STORE-004,4,North,RTR-5G-001,5G Router Premium,Routers,9,2691.0,299,0,,,Spring
2024-03-01,STORE-004,4,North,RTR-5G-002,5G Router Enterprise,Routers,9,4041.0,449,0,,,Spring
2024-03-01,STORE-004,4,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,14,70.0,5,0,,,Spring
2024-03-01,STORE-004,4,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,27,405.0,15,0,,,Spring
2024-03-01,STORE-004,4,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,29,0.0,0,0,,,Spring
2024-03-01,STORE-004,4,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,34,340.0,10,0,,,Spring
2024-03-01,STORE-004,4,North,TAB-IPD-AIR,iPad Air,Tablets,5,3245.0,649,0,,,Spring
2024-03-01,STORE-004,4,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,3,897.0,299,0,,,Spring
2024-03-01,STORE-004,4,North,TAB-SAM-S9,Samsung Tab S9,Tablets,4,2196.0,549,0,,,Spring
2024-03-01,STORE-005,5,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,19,1691.0,89,0,,,Spring
2024-03-01,STORE-005,5,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,22,858.0,39,0,,,Spring
2024-03-01,STORE-005,5,North,ACC-CAM-001,Outdoor Security Camera,Accessories,10,1290.0,129,0,,,Spring
2024-03-01,STORE-005,5,North,ACC-CAS-001,Phone Case Premium,Accessories,17,323.0,19,0,,,Spring
2024-03-01,STORE-005,5,North,ACC-CHG-001,Fast Charger 65W,Accessories,25,725.0,29,0,,,Spring
2024-03-01,STORE-005,5,North,ACC-WAT-001,Smartwatch Pro,Accessories,17,4233.0,249,0,,,Spring
2024-03-01,STORE-005,5,North,ACC-WAT-002,Smartwatch Fitness,Accessories,19,1881.0,99,0,,,Spring
2024-03-01,STORE-005,5,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,14,1106.0,79,0,,,Spring
2024-03-01,STORE-005,5,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,12,1788.0,149,0,,,Spring
2024-03-01,STORE-005,5,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,14,2786.0,199,0,,,Spring
2024-03-01,STORE-005,5,North,PHN-BUD-001,Budget Phone 4G,Smartphones,6,894.0,149,1,,,Spring
2024-03-01,STORE-005,5,North,PHN-IPH-15,iPhone 15,Smartphones,2,1998.0,999,0,,,Spring
2024-03-01,STORE-005,5,North,PHN-OPP-F5,Oppo Find X5,Smartphones,8,3992.0,499,1,,,Spring
2024-03-01,STORE-005,5,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,5,4495.0,899,0,,,Spring
2024-03-01,STORE-005,5,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,4,2396.0,599,0,,,Spring
2024-03-01,STORE-005,5,North,RCH-INT-050,Internet Package 50GB,Recharges,192,4800.0,25,0,,,Spring
2024-03-01,STORE-005,5,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,179,1790.0,10,0,,,Spring
2024-03-01,STORE-005,5,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,171,3420.0,20,0,,,Spring
2024-03-01,STORE-005,5,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,179,2148.0,12,0,,,Spring
2024-03-01,STORE-005,5,North,RTR-4G-001,4G Home Router Basic,Routers,7,623.0,89,0,,,Spring
2024-03-01,STORE-005,5,North,RTR-4G-002,4G Router Pro,Routers,9,1161.0,129,0,,,Spring
2024-03-01,STORE-005,5,North,RTR-5G-001,5G Router Premium,Routers,10,2990.0,299,0,,,Spring
2024-03-01,STORE-005,5,North,RTR-5G-002,5G Router Enterprise,Routers,15,6735.0,449,0,,,Spring
2024-03-01,STORE-005,5,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,32,160.0,5,0,,,Spring
2024-03-01,STORE-005,5,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,25,375.0,15,0,,,Spring
2024-03-01,STORE-005,5,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,43,0.0,0,1,,,Spring
2024-03-01,STORE-005,5,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,40,400.0,10,0,,,Spring
2024-03-01,STORE-005,5,North,TAB-IPD-AIR,iPad Air,Tablets,6,3894.0,649,0,,,Spring
2024-03-01,STORE-005,5,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,4,1196.0,299,0,,,Spring
2024-03-01,STORE-005,5,North,TAB-SAM-S9,Samsung Tab S9,Tablets,0,0.0,549,0,,,Spring
2024-03-02,STORE-001,1,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,12,1068.0,89,0,,,Spring
2024-03-02,STORE-001,1,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,12,468.0,39,0,,,Spring
2024-03-02,STORE-001,1,North,ACC-CAM-001,Outdoor Security Camera,Accessories,18,2322.0,129,0,,,Spring
2024-03-02,STORE-001,1,North,ACC-CAS-001,Phone Case Premium,Accessories,14,266.0,19,0,,,Spring
2024-03-02,STORE-001,1,North,ACC-CHG-001,Fast Charger 65W,Accessories,12,348.0,29,0,,,Spring
2024-03-02,STORE-001,1,North,ACC-WAT-001,Smartwatch Pro,Accessories,9,2241.0,249,0,,,Spring
2024-03-02,STORE-001,1,North,ACC-WAT-002,Smartwatch Fitness,Accessories,10,990.0,99,0,,,Spring
2024-03-02,STORE-001,1,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,14,1106.0,79,0,,,Spring
2024-03-02,STORE-001,1,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,14,2086.0,149,0,,,Spring
2024-03-02,STORE-001,1,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,25,4975.0,199,1,,,Spring
2024-03-02,STORE-001,1,North,PHN-BUD-001,Budget Phone 4G,Smartphones,5,745.0,149,0,,,Spring
2024-03-02,STORE-001,1,North,PHN-IPH-15,iPhone 15,Smartphones,8,7992.0,999,1,,,Spring
2024-03-02,STORE-001,1,North,PHN-OPP-F5,Oppo Find X5,Smartphones,8,3992.0,499,0,,,Spring
2024-03-02,STORE-001,1,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,10,8990.0,899,0,,,Spring
2024-03-02,STORE-001,1,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,7,4193.0,599,0,,,Spring
2024-03-02,STORE-001,1,North,RCH-INT-050,Internet Package 50GB,Recharges,145,3625.0,25,0,,,Spring
2024-03-02,STORE-001,1,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,184,1840.0,10,0,,,Spring
2024-03-02,STORE-001,1,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,438,8760.0,20,1,,,Spring
2024-03-02,STORE-001,1,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,249,2988.0,12,0,,,Spring
2024-03-02,STORE-001,1,North,RTR-4G-001,4G Home Router Basic,Routers,11,979.0,89,0,,,Spring
2024-03-02,STORE-001,1,North,RTR-4G-002,4G Router Pro,Routers,9,1161.0,129,0,,,Spring
2024-03-02,STORE-001,1,North,RTR-5G-001,5G Router Premium,Routers,7,2093.0,299,0,,,Spring
2024-03-02,STORE-001,1,North,RTR-5G-002,5G Router Enterprise,Routers,8,3592.0,449,0,,,Spring
2024-03-02,STORE-001,1,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,27,135.0,5,0,,,Spring
2024-03-02,STORE-001,1,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,36,540.0,15,0,,,Spring
2024-03-02,STORE-001,1,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,25,0.0,0,0,,,Spring
2024-03-02,STORE-001,1,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,19,190.0,10,0,,,Spring
2024-03-02,STORE-001,1,North,TAB-IPD-AIR,iPad Air,Tablets,2,1298.0,649,0,,,Spring
2024-03-02,STORE-001,1,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,5,1495.0,299,0,,,Spring
2024-03-02,STORE-001,1,North,TAB-SAM-S9,Samsung Tab S9,Tablets,4,2196.0,549,0,,,Spring
2024-03-02,STORE-002,2,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,14,1246.0,89,0,,,Spring
2024-03-02,STORE-002,2,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,15,585.0,39,0,,,Spring
2024-03-02,STORE-002,2,North,ACC-CAM-001,Outdoor Security Camera,Accessories,22,2838.0,129,0,,,Spring
2024-03-02,STORE-002,2,North,ACC-CAS-001,Phone Case Premium,Accessories,24,456.0,19,0,,,Spring
2024-03-02,STORE-002,2,North,ACC-CHG-001,Fast Charger 65W,Accessories,22,638.0,29,0,,,Spring
2024-03-02,STORE-002,2,North,ACC-WAT-001,Smartwatch Pro,Accessories,9,2241.0,249,0,,,Spring
2024-03-02,STORE-002,2,North,ACC-WAT-002,Smartwatch Fitness,Accessories,13,1287.0,99,0,,,Spring
2024-03-02,STORE-002,2,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,12,948.0,79,0,,,Spring
2024-03-02,STORE-002,2,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,9,1341.0,149,0,,,Spring
2024-03-02,STORE-002,2,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,12,2388.0,199,0,,,Spring
2024-03-02,STORE-002,2,North,PHN-BUD-001,Budget Phone 4G,Smartphones,6,894.0,149,0,,,Spring
2024-03-02,STORE-002,2,North,PHN-IPH-15,iPhone 15,Smartphones,6,5994.0,999,0,,,Spring
2024-03-02,STORE-002,2,North,PHN-OPP-F5,Oppo Find X5,Smartphones,6,2994.0,499,0,,,Spring
2024-03-02,STORE-002,2,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,4,3596.0,899,0,,,Spring
2024-03-02,STORE-002,2,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,3,1797.0,599,0,,,Spring
2024-03-02,STORE-002,2,North,RCH-INT-050,Internet Package 50GB,Recharges,442,11050.0,25,1,,,Spring
2024-03-02,STORE-002,2,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,278,2780.0,10,1,,,Spring
2024-03-02,STORE-002,2,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,222,4440.0,20,0,,,Spring
2024-03-02,STORE-002,2,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,140,1680.0,12,0,,,Spring
2024-03-02,STORE-002,2,North,RTR-4G-001,4G Home Router Basic,Routers,11,979.0,89,0,,,Spring
2024-03-02,STORE-002,2,North,RTR-4G-002,4G Router Pro,Routers,9,1161.0,129,0,,,Spring
2024-03-02,STORE-002,2,North,RTR-5G-001,5G Router Premium,Routers,9,2691.0,299,0,,,Spring
2024-03-02,STORE-002,2,North,RTR-5G-002,5G Router Enterprise,Routers,6,2694.0,449,0,,,Spring
2024-03-02,STORE-002,2,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,36,180.0,5,0,,,Spring
2024-03-02,STORE-002,2,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,27,405.0,15,0,,,Spring
2024-03-02,STORE-002,2,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,33,0.0,0,0,,,Spring
2024-03-02,STORE-002,2,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,32,320.0,10,0,,,Spring
2024-03-02,STORE-002,2,North,TAB-IPD-AIR,iPad Air,Tablets,5,3245.0,649,0,,,Spring
2024-03-02,STORE-002,2,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,2,598.0,299,0,,,Spring
2024-03-02,STORE-002,2,North,TAB-SAM-S9,Samsung Tab S9,Tablets,9,4941.0,549,1,,,Spring
2024-03-02,STORE-003,3,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,14,1246.0,89,0,,,Spring
2024-03-02,STORE-003,3,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,20,780.0,39,0,,,Spring
2024-03-02,STORE-003,3,North,ACC-CAM-001,Outdoor Security Camera,Accessories,26,3354.0,129,0,,,Spring
2024-03-02,STORE-003,3,North,ACC-CAS-001,Phone Case Premium,Accessories,12,228.0,19,0,,,Spring
2024-03-02,STORE-003,3,North,ACC-CHG-001,Fast Charger 65W,Accessories,8,232.0,29,0,,,Spring
2024-03-02,STORE-003,3,North,ACC-WAT-001,Smartwatch Pro,Accessories,54,13446.0,249,1,,,Spring
2024-03-02,STORE-003,3,North,ACC-WAT-002,Smartwatch Fitness,Accessories,17,1683.0,99,0,,,Spring
2024-03-02,STORE-003,3,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,7,553.0,79,0,,,Spring
2024-03-02,STORE-003,3,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,7,1043.0,149,0,,,Spring
2024-03-02,STORE-003,3,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,12,2388.0,199,0,,,Spring
2024-03-02,STORE-003,3,North,PHN-BUD-001,Budget Phone 4G,Smartphones,7,1043.0,149,0,,,Spring
2024-03-02,STORE-003,3,North,PHN-IPH-15,iPhone 15,Smartphones,8,7992.0,999,0,,,Spring
2024-03-02,STORE-003,3,North,PHN-OPP-F5,Oppo Find X5,Smartphones,9,4491.0,499,0,,,Spring
2024-03-02,STORE-003,3,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,5,4495.0,899,0,,,Spring
2024-03-02,STORE-003,3,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,7,4193.0,599,0,,,Spring
2024-03-02,STORE-003,3,North,RCH-INT-050,Internet Package 50GB,Recharges,378,9450.0,25,1,,,Spring
2024-03-02,STORE-003,3,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,168,1680.0,10,0,,,Spring
2024-03-02,STORE-003,3,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,200,4000.0,20,0,,,Spring
2024-03-02,STORE-003,3,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,172,2064.0,12,0,,,Spring
2024-03-02,STORE-003,3,North,RTR-4G-001,4G Home Router Basic,Routers,12,1068.0,89,0,,,Spring
2024-03-02,STORE-003,3,North,RTR-4G-002,4G Router Pro,Routers,7,903.0,129,0,,,Spring
