date,store_id,store_name,region,sku,product_name,category,stock_level,is_stockout
2024-03-01,STORE-004,4,North,ACC-CHG-001,Fast Charger 65W,Accessories,431,0
2024-03-01,STORE-004,4,North,ACC-WAT-001,Smartwatch Pro,Accessories,434,0
2024-03-01,STORE-004,4,North,ACC-WAT-002,Smartwatch Fitness,Accessories,428,0
2024-03-01,STORE-004,4,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,352,0
2024-03-01,STORE-004,4,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,344,0
2024-03-01,STORE-004,4,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,343,0
2024-03-01,STORE-004,4,North,PHN-BUD-001,Budget Phone 4G,Smartphones,144,0
2024-03-01,STORE-004,4,North,PHN-IPH-15,iPhone 15,Smartphones,296,0
2024-03-01,STORE-004,4,North,PHN-OPP-F5,Oppo Find X5,Smartphones,147,0
2024-03-01,STORE-004,4,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,292,0
2024-03-01,STORE-004,4,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,147,0
2024-03-01,STORE-004,4,North,RCH-INT-050,Internet Package 50GB,Recharges,4315,0
2024-03-01,STORE-004,4,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,4335,0
2024-03-01,STORE-004,4,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,4273,0
2024-03-01,STORE-004,4,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,4121,0
2024-03-01,STORE-004,4,North,RTR-4G-001,4G Home Router Basic,Routers,230,0
2024-03-01,STORE-004,4,North,RTR-4G-002,4G Router Pro,Routers,231,0
2024-03-01,STORE-004,4,North,RTR-5G-001,5G Router Premium,Routers,231,0
2024-03-01,STORE-004,4,North,RTR-5G-002,5G Router Enterprise,Routers,231,0
2024-03-01,STORE-004,4,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,736,0
2024-03-01,STORE-004,4,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,723,0
2024-03-01,STORE-004,4,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,721,0
2024-03-01,STORE-004,4,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,716,0
2024-03-01,STORE-004,4,North,TAB-IPD-AIR,iPad Air,Tablets,175,0
2024-03-01,STORE-004,4,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,87,0
2024-03-01,STORE-004,4,North,TAB-SAM-S9,Samsung Tab S9,Tablets,86,0
2024-03-01,STORE-005,5,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,431,0
2024-03-01,STORE-005,5,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,428,0
2024-03-01,STORE-005,5,North,ACC-CAM-001,Outdoor Security Camera,Accessories,440,0
2024-03-01,STORE-005,5,North,ACC-CAS-001,Phone Case Premium,Accessories,433,0
2024-03-01,STORE-005,5,North,ACC-CHG-001,Fast Charger 65W,Accessories,425,0
2024-03-01,STORE-005,5,North,ACC-WAT-001,Smartwatch Pro,Accessories,433,0
2024-03-01,STORE-005,5,North,ACC-WAT-002,Smartwatch Fitness,Accessories,431,0
2024-03-01,STORE-005,5,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,346,0
2024-03-01,STORE-005,5,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,348,0
2024-03-01,STORE-005,5,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,346,0
2024-03-01,STORE-005,5,North,PHN-BUD-001,Budget Phone 4G,Smartphones,144,0
2024-03-01,STORE-005,5,North,PHN-IPH-15,iPhone 15,Smartphones,148,0
2024-03-01,STORE-005,5,North,PHN-OPP-F5,Oppo Find X5,Smartphones,142,0
2024-03-01,STORE-005,5,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,145,0
2024-03-01,STORE-005,5,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,146,0
2024-03-01,STORE-005,5,North,RCH-INT-050,Internet Package 50GB,Recharges,4308,0
2024-03-01,STORE-005,5,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,4321,0
2024-03-01,STORE-005,5,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,4329,0
2024-03-01,STORE-005,5,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,4321,0
2024-03-01,STORE-005,5,North,RTR-4G-001,4G Home Router Basic,Routers,233,0
2024-03-01,STORE-005,5,North,RTR-4G-002,4G Router Pro,Routers,231,0
2024-03-01,STORE-005,5,North,RTR-5G-001,5G Router Premium,Routers,230,0
2024-03-01,STORE-005,5,North,RTR-5G-002,5G Router Enterprise,Routers,225,0
2024-03-01,STORE-005,5,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,718,0
2024-03-01,STORE-005,5,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,725,0
2024-03-01,STORE-005,5,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,707,0
2024-03-01,STORE-005,5,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,710,0
2024-03-01,STORE-005,5,North,TAB-IPD-AIR,iPad Air,Tablets,174,0
2024-03-01,STORE-005,5,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,86,0
2024-03-01,STORE-005,5,North,TAB-SAM-S9,Samsung Tab S9,Tablets,90,0
2024-03-02,STORE-001,1,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,414,0
2024-03-02,STORE-001,1,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,422,0
2024-03-02,STORE-001,1,North,ACC-CAM-001,Outdoor Security Camera,Accessories,413,0
2024-03-02,STORE-001,1,North,ACC-CAS-001,Phone Case Premium,Accessories,414,0
2024-03-02,STORE-001,1,North,ACC-CHG-001,Fast Charger 65W,Accessories,421,0
2024-03-02,STORE-001,1,North,ACC-WAT-001,Smartwatch Pro,Accessories,428,0
2024-03-02,STORE-001,1,North,ACC-WAT-002,Smartwatch Fitness,Accessories,418,0
2024-03-02,STORE-001,1,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,329,0
2024-03-02,STORE-001,1,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,332,0
2024-03-02,STORE-001,1,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,323,0
2024-03-02,STORE-001,1,North,PHN-BUD-001,Budget Phone 4G,Smartphones,141,0
2024-03-02,STORE-001,1,North,PHN-IPH-15,iPhone 15,Smartphones,284,0
2024-03-02,STORE-001,1,North,PHN-OPP-F5,Oppo Find X5,Smartphones,136,0
2024-03-02,STORE-001,1,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,134,0
2024-03-02,STORE-001,1,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,135,0
2024-03-02,STORE-001,1,North,RCH-INT-050,Internet Package 50GB,Recharges,4143,0
2024-03-02,STORE-001,1,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,4185,0
2024-03-02,STORE-001,1,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,3880,0
2024-03-02,STORE-001,1,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,4051,0
2024-03-02,STORE-001,1,North,RTR-4G-001,4G Home Router Basic,Routers,220,0
2024-03-02,STORE-001,1,North,RTR-4G-002,4G Router Pro,Routers,219,0
2024-03-02,STORE-001,1,North,RTR-5G-001,5G Router Premium,Routers,227,0
2024-03-02,STORE-001,1,North,RTR-5G-002,5G Router Enterprise,Routers,446,0
2024-03-02,STORE-001,1,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,699,0
2024-03-02,STORE-001,1,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,694,0
2024-03-02,STORE-001,1,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,677,0
2024-03-02,STORE-001,1,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,711,0
2024-03-02,STORE-001,1,North,TAB-IPD-AIR,iPad Air,Tablets,85,0
2024-03-02,STORE-001,1,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,83,0
2024-03-02,STORE-001,1,North,TAB-SAM-S9,Samsung Tab S9,Tablets,85,0
2024-03-02,STORE-002,2,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,397,0
2024-03-02,STORE-002,2,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,416,0
2024-03-02,STORE-002,2,North,ACC-CAM-001,Outdoor Security Camera,Accessories,407,0
2024-03-02,STORE-002,2,North,ACC-CAS-001,Phone Case Premium,Accessories,407,0
2024-03-02,STORE-002,2,North,ACC-CHG-001,Fast Charger 65W,Accessories,407,0
2024-03-02,STORE-002,2,North,ACC-WAT-001,Smartwatch Pro,Accessories,427,0
2024-03-02,STORE-002,2,North,ACC-WAT-002,Smartwatch Fitness,Accessories,426,0
2024-03-02,STORE-002,2,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,332,0
2024-03-02,STORE-002,2,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,335,0
2024-03-02,STORE-002,2,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,333,0
2024-03-02,STORE-002,2,North,PHN-BUD-001,Budget Phone 4G,Smartphones,139,0
2024-03-02,STORE-002,2,North,PHN-IPH-15,iPhone 15,Smartphones,287,0
2024-03-02,STORE-002,2,North,PHN-OPP-F5,Oppo Find X5,Smartphones,139,0
2024-03-02,STORE-002,2,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,140,0
2024-03-02,STORE-002,2,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,137,0
2024-03-02,STORE-002,2,North,RCH-INT-050,Internet Package 50GB,Recharges,3865,0
2024-03-02,STORE-002,2,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,4020,0
2024-03-02,STORE-002,2,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,4084,0
2024-03-02,STORE-002,2,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,4153,0
2024-03-02,STORE-002,2,North,RTR-4G-001,4G Home Router Basic,Routers,215,0
2024-03-02,STORE-002,2,North,RTR-4G-002,4G Router Pro,Routers,221,0
2024-03-02,STORE-002,2,North,RTR-5G-001,5G Router Premium,Routers,220,0
2024-03-02,STORE-002,2,North,RTR-5G-002,5G Router Enterprise,Routers,230,0
2024-03-02,STORE-002,2,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,681,0
2024-03-02,STORE-002,2,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,698,0
2024-03-02,STORE-002,2,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,681,0
2024-03-02,STORE-002,2,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,688,0
2024-03-02,STORE-002,2,North,TAB-IPD-AIR,iPad Air,Tablets,83,0
2024-03-02,STORE-002,2,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,85,0
2024-03-02,STORE-002,2,North,TAB-SAM-S9,Samsung Tab S9,Tablets,78,0
2024-03-02,STORE-003,3,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,415,0
2024-03-02,STORE-003,3,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,414,0
2024-03-02,STORE-003,3,North,ACC-CAM-001,Outdoor Security Camera,Accessories,407,0
2024-03-02,STORE-003,3,North,ACC-CAS-001,Phone Case Premium,Accessories,415,0
2024-03-02,STORE-003,3,North,ACC-CHG-001,Fast Charger 65W,Accessories,425,0
2024-03-02,STORE-003,3,North,ACC-WAT-001,Smartwatch Pro,Accessories,384,0
2024-03-02,STORE-003,3,North,ACC-WAT-002,Smartwatch Fitness,Accessories,414,0
2024-03-02,STORE-003,3,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,334,0
2024-03-02,STORE-003,3,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,339,0
2024-03-02,STORE-003,3,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,337,0
2024-03-02,STORE-003,3,North,PHN-BUD-001,Budget Phone 4G,Smartphones,135,0
2024-03-02,STORE-003,3,North,PHN-IPH-15,iPhone 15,Smartphones,289,0
2024-03-02,STORE-003,3,North,PHN-OPP-F5,Oppo Find X5,Smartphones,134,0
2024-03-02,STORE-003,3,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,288,0
2024-03-02,STORE-003,3,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,136,0
2024-03-02,STORE-003,3,North,RCH-INT-050,Internet Package 50GB,Recharges,3897,0
2024-03-02,STORE-003,3,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,4156,0
2024-03-02,STORE-003,3,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,4159,0
2024-03-02,STORE-003,3,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,4173,0
2024-03-02,STORE-003,3,North,RTR-4G-001,4G Home Router Basic,Routers,220,0
2024-03-02,STORE-003,3,North,RTR-4G-002,4G Router Pro,Routers,225,0
2024-03-02,STORE-003,3,North,RTR-5G-001,5G Router Premium,Routers,226,0
2024-03-02,STORE-003,3,North,RTR-5G-002,5G Router Enterprise,Routers,225,0
2024-03-02,STORE-003,3,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,666,0
2024-03-02,STORE-003,3,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,683,0
2024-03-02,STORE-003,3,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,696,0
2024-03-02,STORE-003,3,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,680,0
2024-03-02,STORE-003,3,North,TAB-IPD-AIR,iPad Air,Tablets,175,0
2024-03-02,STORE-003,3,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,85,0
2024-03-02,STORE-003,3,North,TAB-SAM-S9,Samsung Tab S9,Tablets,75,0
2024-03-02,STORE-004,4,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,408,0
2024-03-02,STORE-004,4,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,416,0
2024-03-02,STORE-004,4,North,ACC-CAM-001,Outdoor Security Camera,Accessories,410,0
2024-03-02,STORE-004,4,North,ACC-CAS-001,Phone Case Premium,Accessories,381,0
2024-03-02,STORE-004,4,North,ACC-CHG-001,Fast Charger 65W,Accessories,412,0
2024-03-02,STORE-004,4,North,ACC-WAT-001,Smartwatch Pro,Accessories,414,0
2024-03-02,STORE-004,4,North,ACC-WAT-002,Smartwatch Fitness,Accessories,413,0
2024-03-02,STORE-004,4,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,339,0
2024-03-02,STORE-004,4,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,330,0
2024-03-02,STORE-004,4,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,329,0
2024-03-02,STORE-004,4,North,PHN-BUD-001,Budget Phone 4G,Smartphones,129,0
2024-03-02,STORE-004,4,North,PHN-IPH-15,iPhone 15,Smartphones,290,0
2024-03-02,STORE-004,4,North,PHN-OPP-F5,Oppo Find X5,Smartphones,144,0
2024-03-02,STORE-004,4,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,284,0
2024-03-02,STORE-004,4,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,141,0
2024-03-02,STORE-004,4,North,RCH-INT-050,Internet Package 50GB,Recharges,4147,0
2024-03-02,STORE-004,4,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,4169,0
2024-03-02,STORE-004,4,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,4065,0
2024-03-02,STORE-004,4,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,3903,0
2024-03-02,STORE-004,4,North,RTR-4G-001,4G Home Router Basic,Routers,222,0
2024-03-02,STORE-004,4,North,RTR-4G-002,4G Router Pro,Routers,219,0
2024-03-02,STORE-004,4,North,RTR-5G-001,5G Router Premium,Routers,219,0
2024-03-02,STORE-004,4,North,RTR-5G-002,5G Router Enterprise,Routers,222,0
2024-03-02,STORE-004,4,North,SIM-ESIM-001,eSIM Activation Kit,SIM Cards,700,0
2024-03-02,STORE-004,4,North,SIM-HOLI-001,Holiday SIM 10GB,SIM Cards,691,0
2024-03-02,STORE-004,4,North,SIM-POST-001,Postpaid SIM Premium,SIM Cards,686,0
2024-03-02,STORE-004,4,North,SIM-PREP-001,Prepaid SIM Starter,SIM Cards,678,0
2024-03-02,STORE-004,4,North,TAB-IPD-AIR,iPad Air,Tablets,173,0
2024-03-02,STORE-004,4,North,TAB-LEN-P11,Lenovo Tab P11,Tablets,84,0
2024-03-02,STORE-004,4,North,TAB-SAM-S9,Samsung Tab S9,Tablets,84,0
2024-03-02,STORE-005,5,North,ACC-BUD-001,Wireless Earbuds Pro,Accessories,419,0
2024-03-02,STORE-005,5,North,ACC-BUD-002,Wireless Earbuds Basic,Accessories,408,0
2024-03-02,STORE-005,5,North,ACC-CAM-001,Outdoor Security Camera,Accessories,410,0
2024-03-02,STORE-005,5,North,ACC-CAS-001,Phone Case Premium,Accessories,410,0
2024-03-02,STORE-005,5,North,ACC-CHG-001,Fast Charger 65W,Accessories,409,0
2024-03-02,STORE-005,5,North,ACC-WAT-001,Smartwatch Pro,Accessories,406,0
2024-03-02,STORE-005,5,North,ACC-WAT-002,Smartwatch Fitness,Accessories,411,0
2024-03-02,STORE-005,5,North,FBR-BOX-001,Fiber Box Standard,Fiber Boxes,333,0
2024-03-02,STORE-005,5,North,FBR-BOX-002,Fiber Box WiFi 6,Fiber Boxes,335,0
2024-03-02,STORE-005,5,North,FBR-BOX-003,Fiber Box Gaming,Fiber Boxes,337,0
2024-03-02,STORE-005,5,North,PHN-BUD-001,Budget Phone 4G,Smartphones,139,0
2024-03-02,STORE-005,5,North,PHN-IPH-15,iPhone 15,Smartphones,295,0
2024-03-02,STORE-005,5,North,PHN-OPP-F5,Oppo Find X5,Smartphones,135,0
2024-03-02,STORE-005,5,North,PHN-SAM-S24,Samsung Galaxy S24,Smartphones,292,0
2024-03-02,STORE-005,5,North,PHN-XIA-13,Xiaomi 13 Pro,Smartphones,141,0
2024-03-02,STORE-005,5,North,RCH-INT-050,Internet Package 50GB,Recharges,4127,0
2024-03-02,STORE-005,5,North,RCH-MOB-010,Mobile Recharge 10DT,Recharges,4109,0
2024-03-02,STORE-005,5,North,RCH-MOB-020,Mobile Recharge 20DT,Recharges,4115,0
2024-03-02,STORE-005,5,North,RCH-STR-001,Monthly Streaming Subscription,Recharges,4174,0
2024-03-02,STORE-005,5,North,RTR-4G-001,4G Home Router Basic,Routers,233,0
2024-03-02,STORE-005,5,North,RTR-4G-002,4G Router Pro,Routers,221,0
2024-03-02,STORE-005,5,North,RTR-5G-001,5G Router Premium,Routers,218,0
2024-03-02,STORE-005,5,North,RTR-5G-002,5G Router Enterprise,Routers,216,0
